y,x,osmid,highway,ref,geometry
52.4974197,13.4646667,20246107,,,POINT (13.4646667 52.4974197)
52.4973316,13.4320549,21306263,,,POINT (13.4320549 52.4973316)
52.3783337,13.6453192,21432472,,,POINT (13.6453192 52.3783337)
52.5220504,13.348557,21677318,,,POINT (13.348557 52.5220504)
52.4338191,13.18941,26280873,,,POINT (13.18941 52.4338191)
52.4221672,13.180732,26280890,,,POINT (13.180732 52.4221672)
52.5296078,13.3146402,26682565,,,POINT (13.3146402 52.5296078)
52.5069045,13.3483489,26704698,,,POINT (13.3483489 52.5069045)
52.5054474,13.3517535,26704702,,,POINT (13.3517535 52.5054474)
52.5257869,13.3159979,26736367,,,POINT (13.3159979 52.5257869)
52.4811837,13.2958637,26738437,,,POINT (13.2958637 52.4811837)
52.4698313,13.3050063,26738731,,,POINT (13.3050063 52.4698313)
52.4707101,13.3038265,26738736,,,POINT (13.3038265 52.4707101)
52.544643,13.3702908,26749711,,,POINT (13.3702908 52.544643)
52.5224064,13.1880437,26759912,,,POINT (13.1880437 52.5224064)
52.5039101,13.3527573,26822978,,,POINT (13.3527573 52.5039101)
52.5029499,13.3530284,26866506,,,POINT (13.3530284 52.5029499)
52.5371637,13.3655925,26872069,,,POINT (13.3655925 52.5371637)
52.5070953,13.3478581,26874394,,,POINT (13.3478581 52.5070953)
52.409934,13.5348935,26965672,,,POINT (13.5348935 52.409934)
52.558918,13.3430438,27177947,,,POINT (13.3430438 52.558918)
52.5561823,13.3479838,27177951,,,POINT (13.3479838 52.5561823)
52.553312,13.353022,27177971,,,POINT (13.353022 52.553312)
52.4220635,13.2637859,27252639,,,POINT (13.2637859 52.4220635)
52.4543427,13.1443244,27324702,,,POINT (13.1443244 52.4543427)
52.4463174,13.3654606,27374304,,,POINT (13.3654606 52.4463174)
52.4460799,13.3663655,27374305,,,POINT (13.3663655 52.4460799)
52.3895914,13.6253853,27378688,,,POINT (13.6253853 52.3895914)
52.483955,13.3943511,27431838,,,POINT (13.3943511 52.483955)
52.4324283,13.2797126,27452691,,,POINT (13.2797126 52.4324283)
52.6171842,13.3018175,27466355,,,POINT (13.3018175 52.6171842)
52.428483,13.327657,27492408,,,POINT (13.327657 52.428483)
52.4992802,13.4303947,27555224,,,POINT (13.4303947 52.4992802)
52.4882698,13.3641078,27786078,,,POINT (13.3641078 52.4882698)
52.4746056,13.3666996,28096705,,,POINT (13.3666996 52.4746056)
52.515669,13.1991795,28467944,,,POINT (13.1991795 52.515669)
52.4994863,13.4320158,29276773,,,POINT (13.4320158 52.4994863)
52.5690034,13.4184188,29422482,,,POINT (13.4184188 52.5690034)
52.569712,13.4366165,29778604,,,POINT (13.4366165 52.569712)
52.5609987,13.4571166,29778886,,,POINT (13.4571166 52.5609987)
52.495075,13.4448947,29787483,,,POINT (13.4448947 52.495075)
52.5105266,13.5008577,29805984,,,POINT (13.5008577 52.5105266)
52.6072126,13.3206898,30437209,,,POINT (13.3206898 52.6072126)
52.5931689,13.4027892,30561524,,,POINT (13.4027892 52.5931689)
52.5671844,13.5151331,30689845,,,POINT (13.5151331 52.5671844)
52.4319316,13.3463466,30739798,,,POINT (13.3463466 52.4319316)
52.6158434,13.3412287,30818857,,,POINT (13.3412287 52.6158434)
52.4532656,13.1435456,31178993,,,POINT (13.1435456 52.4532656)
52.46859,13.4673175,31357353,,,POINT (13.4673175 52.46859)
52.4680772,13.460677,31390653,,,POINT (13.460677 52.4680772)
52.489048,13.575408,31532412,,,POINT (13.575408 52.489048)
52.4986427,13.6133011,31532791,,,POINT (13.6133011 52.4986427)
52.5467804,13.1939856,33017732,,,POINT (13.1939856 52.5467804)
52.525373,13.1610466,33205307,,,POINT (13.1610466 52.525373)
52.5683208,13.2111762,33355629,,,POINT (13.2111762 52.5683208)
52.5428639,13.2396465,33484080,,,POINT (13.2396465 52.5428639)
52.5447306,13.2383436,33484082,,,POINT (13.2383436 52.5447306)
52.5447745,13.2385203,33484083,,,POINT (13.2385203 52.5447745)
52.5433805,13.2416178,33484089,,,POINT (13.2416178 52.5433805)
52.4460014,13.4439887,34966994,,,POINT (13.4439887 52.4460014)
52.4347401,13.454735,34968304,,,POINT (13.454735 52.4347401)
52.4402492,13.4587798,34968332,,,POINT (13.4587798 52.4402492)
52.4685225,13.4672143,35215842,,,POINT (13.4672143 52.4685225)
52.4238244,13.514486,35215930,,,POINT (13.514486 52.4238244)
52.4826713,13.571718,56405895,,,POINT (13.571718 52.4826713)
52.4678923,13.4932672,59380570,,,POINT (13.4932672 52.4678923)
52.4606937,13.5727775,75066000,,,POINT (13.5727775 52.4606937)
52.5231737,13.1854553,81425976,,,POINT (13.1854553 52.5231737)
52.5251208,13.1782841,81433345,,,POINT (13.1782841 52.5251208)
52.3897061,13.6254941,94483180,,,POINT (13.6254941 52.3897061)
52.6115509,13.4828471,98095367,,,POINT (13.4828471 52.6115509)
52.4182417,13.5358988,116592070,,,POINT (13.5358988 52.4182417)
52.4993367,13.4320862,122087860,,,POINT (13.4320862 52.4993367)
52.6368894,13.4924237,135203891,,,POINT (13.4924237 52.6368894)
52.4316939,13.4951708,138562259,,,POINT (13.4951708 52.4316939)
52.4223811,13.2665054,142093067,,,POINT (13.2665054 52.4223811)
52.4230509,13.2710929,142093070,,,POINT (13.2710929 52.4230509)
52.4426605,13.5693676,150733350,,,POINT (13.5693676 52.4426605)
52.4225854,13.2679702,150902403,,,POINT (13.2679702 52.4225854)
52.5432384,13.2325706,208775679,,,POINT (13.2325706 52.5432384)
52.4788797,13.5236513,243343868,,,POINT (13.5236513 52.4788797)
52.5968225,13.4029424,245933537,,,POINT (13.4029424 52.5968225)
52.5675727,13.1918505,248032420,,,POINT (13.1918505 52.5675727)
52.5953671,13.1586298,251204845,,,POINT (13.1586298 52.5953671)
52.5451775,13.2412191,253250191,,,POINT (13.2412191 52.5451775)
52.5409773,13.2332243,253250427,,,POINT (13.2332243 52.5409773)
52.4523222,13.6917734,253750523,,,POINT (13.6917734 52.4523222)
52.4425022,13.6861306,253810984,,,POINT (13.6861306 52.4425022)
52.4840893,13.3935288,256077333,,,POINT (13.3935288 52.4840893)
52.4996864,13.1798759,259544892,,,POINT (13.1798759 52.4996864)
52.5291543,13.3439518,275000461,,,POINT (13.3439518 52.5291543)
52.4624265,13.5140897,276248266,,,POINT (13.5140897 52.4624265)
52.4689922,13.6788417,281399582,,,POINT (13.6788417 52.4689922)
52.452391,13.4088993,298106862,,,POINT (13.4088993 52.452391)
52.4994465,13.4302701,318549151,,,POINT (13.4302701 52.4994465)
52.5287109,13.4094049,343590422,,,POINT (13.4094049 52.5287109)
52.4970799,13.4656348,369734787,,,POINT (13.4656348 52.4970799)
52.5103433,13.5014358,401565367,,,POINT (13.5014358 52.5103433)
52.5418765,13.2718248,506798997,,,POINT (13.2718248 52.5418765)
52.4228927,13.2700019,520246039,,,POINT (13.2700019 52.4228927)
52.4855406,13.3431322,530812151,,,POINT (13.3431322 52.4855406)
52.4475478,13.4408794,637820934,,,POINT (13.4408794 52.4475478)
52.5604451,13.4584444,653553820,,,POINT (13.4584444 52.5604451)
52.6139759,13.3433583,715922663,,,POINT (13.3433583 52.6139759)
52.6154434,13.4854533,975152293,,,POINT (13.4854533 52.6154434)
52.5245355,13.3495429,1131171633,,,POINT (13.3495429 52.5245355)
52.3780693,13.6436173,1267994355,,,POINT (13.6436173 52.3780693)
52.5064803,13.5116343,1286121712,,,POINT (13.5116343 52.5064803)
52.3758541,13.6487997,1330697418,,,POINT (13.6487997 52.3758541)
52.542516,13.2718913,1404482604,,,POINT (13.2718913 52.542516)
52.5056442,13.5156974,1518110224,,,POINT (13.5156974 52.5056442)
52.4264983,13.5254166,1560223468,,,POINT (13.5254166 52.4264983)
52.5251898,13.3443564,1569732400,,,POINT (13.3443564 52.5251898)
52.4228792,13.2699165,1615429216,,,POINT (13.2699165 52.4228792)
52.4330493,13.280005,1632277132,,,POINT (13.280005 52.4330493)
52.389356,13.5706719,1659650274,,,POINT (13.5706719 52.389356)
52.5282835,13.4090716,1661927348,,,POINT (13.4090716 52.5282835)
52.5049153,13.3558852,1701455856,,,POINT (13.3558852 52.5049153)
52.5682541,13.4119701,1717543012,,,POINT (13.4119701 52.5682541)
52.3781985,13.6455616,1820622388,,,POINT (13.6455616 52.3781985)
52.5698853,13.4109712,1831724692,,,POINT (13.4109712 52.5698853)
52.5248542,13.3569591,1832331491,,,POINT (13.3569591 52.5248542)
52.4551993,13.6171821,1906477863,,,POINT (13.6171821 52.4551993)
52.4267086,13.5212717,1906766898,,,POINT (13.5212717 52.4267086)
52.4939649,13.4419876,1908841211,,,POINT (13.4419876 52.4939649)
52.4719926,13.3779036,1970887600,,,POINT (13.3779036 52.4719926)
52.5196463,13.3380026,2268093755,,,POINT (13.3380026 52.5196463)
52.4991696,13.6133117,2300076450,,,POINT (13.6133117 52.4991696)
52.4263457,13.5266618,2335739502,crossing,,POINT (13.5266618 52.4263457)
52.4680172,13.4608053,2387749816,crossing,,POINT (13.4608053 52.4680172)
52.4640686,13.6953149,3025803387,,,POINT (13.6953149 52.4640686)
52.4592109,13.512634,3186398219,,,POINT (13.512634 52.4592109)
52.5567899,13.5284232,3730635400,,,POINT (13.5284232 52.5567899)
52.604416,13.2907377,3732247263,,,POINT (13.2907377 52.604416)
52.4431792,13.5189466,3750575901,,,POINT (13.5189466 52.4431792)
52.5292699,13.3441828,3793333297,,,POINT (13.3441828 52.5292699)
52.5263516,13.3556856,4181885118,,,POINT (13.3556856 52.5263516)
52.5443814,13.3713286,4305261849,,,POINT (13.3713286 52.5443814)
52.5713796,13.4311165,5019812943,,,POINT (13.4311165 52.5713796)
52.4306376,13.2586535,5190802931,,,POINT (13.2586535 52.4306376)
52.5435003,13.242075,5195838546,,,POINT (13.242075 52.5435003)
52.48827,13.3643626,5208790594,,,POINT (13.3643626 52.48827)
52.5499711,13.4219587,5235680339,,,POINT (13.4219587 52.5499711)
52.5560564,13.4403108,5307269663,,,POINT (13.4403108 52.5560564)
52.4319657,13.3463466,5484447108,,,POINT (13.3463466 52.4319657)
52.6496547,13.4518174,5625980125,,,POINT (13.4518174 52.6496547)
52.6076362,13.3228647,5747829411,,,POINT (13.3228647 52.6076362)
52.5489319,13.1934794,5963945821,,,POINT (13.1934794 52.5489319)
52.5061503,13.4016624,6171392268,,,POINT (13.4016624 52.5061503)
52.5070699,13.3982823,6171409038,,,POINT (13.3982823 52.5070699)
52.4840355,13.3937749,6238212997,,,POINT (13.3937749 52.4840355)
52.5489224,13.5018969,6250350292,,,POINT (13.5018969 52.5489224)
52.548983,13.5015151,6250350293,,,POINT (13.5015151 52.548983)
52.4628736,13.5139962,6286877604,,,POINT (13.5139962 52.4628736)
52.5675326,13.5147109,6477407189,,,POINT (13.5147109 52.5675326)
52.546337,13.4680958,6477692466,crossing,,POINT (13.4680958 52.546337)
52.5462921,13.4677839,6477692467,crossing,,POINT (13.4677839 52.5462921)
52.5469422,13.4678525,6477692470,crossing,,POINT (13.4678525 52.5469422)
52.546897,13.4675562,6477692471,crossing,,POINT (13.4675562 52.546897)
52.5249473,13.178907,6543024719,,,POINT (13.178907 52.5249473)
52.4361168,13.1937678,6583482060,,,POINT (13.1937678 52.4361168)
52.5045441,13.613566,6604777560,,,POINT (13.613566 52.5045441)
52.5036305,13.6140419,6604777561,,,POINT (13.6140419 52.5036305)
52.5035889,13.3615679,7049275602,,,POINT (13.3615679 52.5035889)
52.4429992,13.6854925,7573490482,,,POINT (13.6854925 52.4429992)
52.45245,13.4084548,7698985819,,,POINT (13.4084548 52.45245)
52.567033,13.3466053,172545,,,POINT (13.3466053 52.567033)
52.5633975,13.3429006,172549,,,POINT (13.3429006 52.5633975)
52.5626152,13.3306441,172562,,,POINT (13.3306441 52.5626152)
52.5732494,13.3589742,172589,,,POINT (13.3589742 52.5732494)
52.5396399,13.2948933,484121,,,POINT (13.2948933 52.5396399)
52.5734198,13.3590031,530202,,,POINT (13.3590031 52.5734198)
52.5692466,13.3300067,530256,,,POINT (13.3300067 52.5692466)
52.5160997,13.2549332,16541459,,,POINT (13.2549332 52.5160997)
52.5156244,13.250268,16541461,,,POINT (13.250268 52.5156244)
52.5009116,13.267088,16541483,,,POINT (13.267088 52.5009116)
52.4847516,13.4792742,20246202,,,POINT (13.4792742 52.4847516)
52.5081789,13.3283011,20246274,,,POINT (13.3283011 52.5081789)
52.4955536,13.4302949,21306262,traffic_signals,,POINT (13.4302949 52.4955536)
52.4939434,13.527664,21432510,,,POINT (13.527664 52.4939434)
52.5469586,13.3429735,21441719,,,POINT (13.3429735 52.5469586)
52.5503475,13.3391289,21441721,,,POINT (13.3391289 52.5503475)
52.5371527,13.3968769,21441736,,,POINT (13.3968769 52.5371527)
52.5325995,13.3988888,21441737,traffic_signals,,POINT (13.3988888 52.5325995)
52.52046,13.4795606,21487191,,,POINT (13.4795606 52.52046)
52.4943986,13.3384937,21487245,,,POINT (13.3384937 52.4943986)
52.4952604,13.3329273,21487246,,,POINT (13.3329273 52.4952604)
52.5144771,13.6120268,21509209,,,POINT (13.6120268 52.5144771)
52.5748141,13.3746242,21537085,,,POINT (13.3746242 52.5748141)
52.5543705,13.3452215,21537087,,,POINT (13.3452215 52.5543705)
52.6224039,13.3128887,21537094,,,POINT (13.3128887 52.6224039)
52.5778834,13.3328553,21537119,,,POINT (13.3328553 52.5778834)
52.4454422,13.455173,21537951,,,POINT (13.455173 52.4454422)
52.6131394,13.315388,21537979,,,POINT (13.315388 52.6131394)
52.6397043,13.3047381,21537980,,,POINT (13.3047381 52.6397043)
52.6176204,13.3158813,21538122,,,POINT (13.3158813 52.6176204)
52.6161181,13.3173528,21538137,,,POINT (13.3173528 52.6161181)
52.6378457,13.3056833,21538206,,,POINT (13.3056833 52.6378457)
52.5934626,13.2915715,21540754,,,POINT (13.2915715 52.5934626)
52.5878725,13.3184921,21540758,,,POINT (13.3184921 52.5878725)
52.5749761,13.3802028,21540762,,,POINT (13.3802028 52.5749761)
52.435823,13.2560139,26162584,,,POINT (13.2560139 52.435823)
52.4500882,13.2510942,26162601,,,POINT (13.2510942 52.4500882)
52.4350432,13.1978025,26190921,,,POINT (13.1978025 52.4350432)
52.4379207,13.2319721,26190934,,,POINT (13.2319721 52.4379207)
52.4509222,13.254024,26190936,,,POINT (13.254024 52.4509222)
52.4571158,13.2891451,26190939,,,POINT (13.2891451 52.4571158)
52.4580733,13.2890877,26190958,,,POINT (13.2890877 52.4580733)
52.4339406,13.1944928,26190995,,,POINT (13.1944928 52.4339406)
52.4338117,13.1932529,26190998,,,POINT (13.1932529 52.4338117)
52.439225,13.2628119,26191015,,,POINT (13.2628119 52.439225)
52.4785882,13.3633726,26554139,,,POINT (13.3633726 52.4785882)
52.4722416,13.3675209,26554155,,,POINT (13.3675209 52.4722416)
52.4728309,13.3665684,26554159,,,POINT (13.3665684 52.4728309)
52.4709811,13.3696072,26554172,,,POINT (13.3696072 52.4709811)
52.465742,13.3899696,26554233,,,POINT (13.3899696 52.465742)
52.4333896,13.3521824,26570025,,,POINT (13.3521824 52.4333896)
52.4220422,13.3492022,26570059,,,POINT (13.3492022 52.4220422)
52.4355822,13.347099,26583752,traffic_signals,,POINT (13.347099 52.4355822)
52.4497748,13.3376542,26583769,,,POINT (13.3376542 52.4497748)
52.4296838,13.2239664,26602511,,,POINT (13.2239664 52.4296838)
52.4821654,13.2901434,26624544,,,POINT (13.2901434 52.4821654)
52.493952,13.285118,26624548,,,POINT (13.285118 52.493952)
52.4926112,13.2964583,26625325,,,POINT (13.2964583 52.4926112)
52.4787519,13.3213005,26627366,,,POINT (13.3213005 52.4787519)
52.4868001,13.3138458,26627384,traffic_signals,,POINT (13.3138458 52.4868001)
52.4643278,13.3164823,26627402,,,POINT (13.3164823 52.4643278)
52.4787169,13.3271808,26627438,,,POINT (13.3271808 52.4787169)
52.474218,13.2945625,26629143,,,POINT (13.2945625 52.474218)
52.5002641,13.3003777,26642087,,,POINT (13.3003777 52.5002641)
52.5032022,13.3007554,26642096,,,POINT (13.3007554 52.5032022)
52.4867502,13.2844355,26646224,,,POINT (13.2844355 52.4867502)
52.4715958,13.320084,26646259,,,POINT (13.320084 52.4715958)
52.4788183,13.3203143,26646260,,,POINT (13.3203143 52.4788183)
52.4723652,13.3095167,26646280,,,POINT (13.3095167 52.4723652)
52.4947807,13.3008586,26662416,,,POINT (13.3008586 52.4947807)
52.4920399,13.3093321,26662431,,,POINT (13.3093321 52.4920399)
52.5255828,13.3037741,26662449,,,POINT (13.3037741 52.5255828)
52.4931651,13.3310005,26682587,,,POINT (13.3310005 52.4931651)
52.4940536,13.3371745,26682597,,,POINT (13.3371745 52.4940536)
52.4961047,13.2877611,26682611,,,POINT (13.2877611 52.4961047)
52.4999761,13.3410289,26704771,,,POINT (13.3410289 52.4999761)
52.4125844,13.3927677,26705018,,,POINT (13.3927677 52.4125844)
52.5105555,13.2891876,26708454,,,POINT (13.2891876 52.5105555)
52.5130779,13.288389,26708457,,,POINT (13.288389 52.5130779)
52.3984594,13.3890055,26722848,,,POINT (13.3890055 52.3984594)
52.3937754,13.404765,26722897,,,POINT (13.404765 52.3937754)
52.5359638,13.3574419,26724440,,,POINT (13.3574419 52.5359638)
52.5339272,13.3394356,26726579,,,POINT (13.3394356 52.5339272)
52.4787417,13.3203156,26729472,,,POINT (13.3203156 52.4787417)
52.4813812,13.3203493,26729507,,,POINT (13.3203493 52.4813812)
52.4817987,13.3158528,26729514,,,POINT (13.3158528 52.4817987)
52.4360937,13.3275274,26729609,,,POINT (13.3275274 52.4360937)
52.4375859,13.3233686,26729620,,,POINT (13.3233686 52.4375859)
52.4306395,13.3184352,26729622,,,POINT (13.3184352 52.4306395)
52.4925997,13.3172068,26731155,,,POINT (13.3172068 52.4925997)
52.4907949,13.3151869,26731169,,,POINT (13.3151869 52.4907949)
52.4913434,13.3168238,26731171,,,POINT (13.3168238 52.4913434)
52.4883925,13.3138968,26731179,,,POINT (13.3138968 52.4883925)
52.4920034,13.3094826,26731190,,,POINT (13.3094826 52.4920034)
52.485998,13.3331545,26731216,traffic_signals,,POINT (13.3331545 52.485998)
52.486106,13.3312313,26731217,,,POINT (13.3312313 52.486106)
52.4861295,13.3308332,26731218,,,POINT (13.3308332 52.4861295)
52.4818205,13.3203648,26731240,,,POINT (13.3203648 52.4818205)
52.4829224,13.320401,26736225,,,POINT (13.320401 52.4829224)
52.4767577,13.3202922,26736531,,,POINT (13.3202922 52.4767577)
52.5287717,13.3051106,26736813,,,POINT (13.3051106 52.5287717)
52.4889101,13.2899886,26738381,,,POINT (13.2899886 52.4889101)
52.4733429,13.2997766,26738444,,,POINT (13.2997766 52.4733429)
52.4727465,13.304238,26738446,,,POINT (13.304238 52.4727465)
52.4722351,13.2984561,26738749,,,POINT (13.2984561 52.4722351)
52.4722974,13.2975804,26738750,,,POINT (13.2975804 52.4722974)
52.4724402,13.2985433,26738751,,,POINT (13.2985433 52.4724402)
52.4732002,13.2989241,26738752,,,POINT (13.2989241 52.4732002)
52.4822454,13.2899435,26739103,,,POINT (13.2899435 52.4822454)
52.4707711,13.2897105,26739134,,,POINT (13.2897105 52.4707711)
52.4604313,13.2749988,26739651,,,POINT (13.2749988 52.4604313)
52.4499611,13.2511611,26739708,,,POINT (13.2511611 52.4499611)
52.4507975,13.2541356,26739709,,,POINT (13.2541356 52.4507975)
52.4427693,13.240067,26739715,,,POINT (13.240067 52.4427693)
52.4426906,13.2402343,26739716,,,POINT (13.2402343 52.4426906)
52.4387049,13.2337463,26739720,,,POINT (13.2337463 52.4387049)
52.4913343,13.3119614,26740509,,,POINT (13.3119614 52.4913343)
52.4899964,13.3146994,26740515,,,POINT (13.3146994 52.4899964)
52.4855564,13.2963307,26744447,,,POINT (13.2963307 52.4855564)
52.4988077,13.2721791,26745957,,,POINT (13.2721791 52.4988077)
52.5019477,13.3768893,26746326,traffic_signals,,POINT (13.3768893 52.5019477)
52.5395152,13.3696696,26749628,,,POINT (13.3696696 52.5395152)
52.526474,13.2972136,26750490,,,POINT (13.2972136 52.526474)
52.5264967,13.2974129,26750495,,,POINT (13.2974129 52.5264967)
52.521357,13.2997903,26750505,,,POINT (13.2997903 52.521357)
52.5407333,13.3676139,26750778,,,POINT (13.3676139 52.5407333)
52.5435234,13.3806273,26751206,,,POINT (13.3806273 52.5435234)
52.4816843,13.3293373,26751250,,,POINT (13.3293373 52.4816843)
52.5375956,13.3965377,26752863,,,POINT (13.3965377 52.5375956)
52.5383022,13.3445051,26756610,,,POINT (13.3445051 52.5383022)
52.542164,13.3366118,26756717,,,POINT (13.3366118 52.542164)
52.5423982,13.3362871,26756749,,,POINT (13.3362871 52.5423982)
52.5300656,13.313204,26757189,,,POINT (13.313204 52.5300656)
52.5366435,13.2718395,26759011,,,POINT (13.2718395 52.5366435)
52.5366669,13.2648861,26759191,traffic_signals,,POINT (13.2648861 52.5366669)
52.5443233,13.2458343,26759329,,,POINT (13.2458343 52.5443233)
52.5395482,13.1983672,26759724,,,POINT (13.1983672 52.5395482)
52.5347761,13.1994324,26759725,,,POINT (13.1994324 52.5347761)
52.5337464,13.194538,26759737,traffic_signals,,POINT (13.194538 52.5337464)
52.5339998,13.1926541,26759741,,,POINT (13.1926541 52.5339998)
52.5148274,13.1842587,26759832,,,POINT (13.1842587 52.5148274)
52.51664,13.1790927,26759834,,,POINT (13.1790927 52.51664)
52.5167845,13.1783775,26759840,,,POINT (13.1783775 52.5167845)
52.5011339,13.3131159,26762990,,,POINT (13.3131159 52.5011339)
52.499475,13.3165163,26763011,,,POINT (13.3165163 52.499475)
52.4998074,13.3409417,26763018,,,POINT (13.3409417 52.4998074)
52.4947198,13.3386135,26763033,,,POINT (13.3386135 52.4947198)
52.4975786,13.3396598,26763100,,,POINT (13.3396598 52.4975786)
52.5046232,13.3994458,26764818,,,POINT (13.3994458 52.5046232)
52.5051466,13.4053141,26764821,,,POINT (13.4053141 52.5051466)
52.4997729,13.362822,26765668,,,POINT (13.362822 52.4997729)
52.5242759,13.2982616,26784426,,,POINT (13.2982616 52.5242759)
52.5188197,13.2866591,26784969,,,POINT (13.2866591 52.5188197)
52.519053,13.2906007,26784970,,,POINT (13.2906007 52.519053)
52.5128351,13.2815352,26785772,,,POINT (13.2815352 52.5128351)
52.5128227,13.2813148,26785774,,,POINT (13.2813148 52.5128227)
52.5128752,13.2853392,26785781,,,POINT (13.2853392 52.5128752)
52.5187406,13.2853253,26785792,,,POINT (13.2853253 52.5187406)
52.4950597,13.335266,26788842,,,POINT (13.335266 52.4950597)
52.4694211,13.2362939,26804459,,,POINT (13.2362939 52.4694211)
52.4675038,13.2475797,26804478,,,POINT (13.2475797 52.4675038)
52.4583143,13.2623085,26806114,,,POINT (13.2623085 52.4583143)
52.5111183,13.371089,26822368,,,POINT (13.371089 52.5111183)
52.5112393,13.3719568,26822713,,,POINT (13.3719568 52.5112393)
52.5053113,13.3537702,26822979,,,POINT (13.3537702 52.5053113)
52.5007961,13.363681,26823001,,,POINT (13.363681 52.5007961)
52.4892169,13.2900272,26838176,,,POINT (13.2900272 52.4892169)
52.488959,13.2895414,26838177,,,POINT (13.2895414 52.488959)
52.4580889,13.3031693,26848519,,,POINT (13.3031693 52.4580889)
52.458276,13.2858996,26848665,,,POINT (13.2858996 52.458276)
52.4647723,13.3152366,26848801,,,POINT (13.3152366 52.4647723)
52.4715148,13.327776,26849051,,,POINT (13.327776 52.4715148)
52.4710404,13.3293224,26849055,,,POINT (13.3293224 52.4710404)
52.469264,13.3320352,26849072,,,POINT (13.3320352 52.469264)
52.4686197,13.3334307,26852172,,,POINT (13.3334307 52.4686197)
52.5096026,13.3779636,26866997,,,POINT (13.3779636 52.5096026)
52.5111439,13.3712466,26869633,,,POINT (13.3712466 52.5111439)
52.531206,13.3190312,26882222,,,POINT (13.3190312 52.531206)
52.5329369,13.3283357,26882245,,,POINT (13.3283357 52.5329369)
52.4346773,13.260263,26905937,,,POINT (13.260263 52.4346773)
52.431828,13.2589305,26905945,,,POINT (13.2589305 52.431828)
52.4351,13.2635504,26906118,,,POINT (13.2635504 52.4351)
52.4382577,13.2714747,26906125,,,POINT (13.2714747 52.4382577)
52.4352185,13.2634718,26906127,,,POINT (13.2634718 52.4352185)
52.4384163,13.2713478,26906137,,,POINT (13.2713478 52.4384163)
52.4464469,13.293022,26906175,,,POINT (13.293022 52.4464469)
52.4653729,13.3388134,26907947,,,POINT (13.3388134 52.4653729)
52.4662867,13.33869,26907954,,,POINT (13.33869 52.4662867)
52.4655457,13.3387752,26907967,,,POINT (13.3387752 52.4655457)
52.4706121,13.3472499,26908558,,,POINT (13.3472499 52.4706121)
52.4705835,13.3474532,26908559,,,POINT (13.3474532 52.4705835)
52.5169419,13.3244176,26908924,,,POINT (13.3244176 52.5169419)
52.4992644,13.3804434,26913854,traffic_signals,,POINT (13.3804434 52.4992644)
52.4421878,13.2653232,26925148,,,POINT (13.2653232 52.4421878)
52.4422082,13.2655668,26925149,,,POINT (13.2655668 52.4422082)
52.4455433,13.2677397,26925153,,,POINT (13.2677397 52.4455433)
52.4423395,13.2701566,26925646,,,POINT (13.2701566 52.4423395)
52.4415084,13.2812705,26925648,,,POINT (13.2812705 52.4415084)
52.5142918,13.3150045,26938191,,,POINT (13.3150045 52.5142918)
52.5063648,13.2284797,26943852,,,POINT (13.2284797 52.5063648)
52.4896193,13.3792803,26952401,,,POINT (13.3792803 52.4896193)
52.4922925,13.3794757,26952414,,,POINT (13.3794757 52.4922925)
52.4629814,13.4342167,26953133,,,POINT (13.4342167 52.4629814)
52.4614986,13.4348432,26953134,,,POINT (13.4348432 52.4614986)
52.406077,13.5245062,26965871,crossing,,POINT (13.5245062 52.406077)
52.5245207,13.334147,26984894,,,POINT (13.334147 52.5245207)
52.5212779,13.3336674,26989177,,,POINT (13.3336674 52.5212779)
52.540702,13.3267653,27009116,,,POINT (13.3267653 52.540702)
52.4113106,13.1429546,27126895,,,POINT (13.1429546 52.4113106)
52.5702556,13.2997862,27176642,,,POINT (13.2997862 52.5702556)
52.5825743,13.2899936,27176698,,,POINT (13.2899936 52.5825743)
52.5825672,13.2897799,27176699,,,POINT (13.2897799 52.5825672)
52.5715719,13.311923,27177327,traffic_signals,,POINT (13.311923 52.5715719)
52.5765709,13.3150977,27177334,traffic_signals,,POINT (13.3150977 52.5765709)
52.5778888,13.3153695,27177350,,,POINT (13.3153695 52.5778888)
52.5542791,13.345099,27177929,,,POINT (13.345099 52.5542791)
52.5524114,13.3422659,27177975,,,POINT (13.3422659 52.5524114)
52.5522764,13.342061,27177976,,,POINT (13.342061 52.5522764)
52.5290251,13.4576248,27195163,,,POINT (13.4576248 52.5290251)
52.5563848,13.3339068,27197182,,,POINT (13.3339068 52.5563848)
52.430824,13.2592816,27252603,,,POINT (13.2592816 52.430824)
52.4292614,13.2598564,27252619,,,POINT (13.2598564 52.4292614)
52.5289275,13.1227953,27323492,,,POINT (13.1227953 52.5289275)
52.5286657,13.1223697,27323530,,,POINT (13.1223697 52.5286657)
52.4861247,13.1826502,27324669,,,POINT (13.1826502 52.4861247)
52.4849615,13.1832635,27324672,,,POINT (13.1832635 52.4849615)
52.4754321,13.3599368,27326074,,,POINT (13.3599368 52.4754321)
52.4199427,13.3023548,27374180,,,POINT (13.3023548 52.4199427)
52.4767137,13.3428424,27376137,,,POINT (13.3428424 52.4767137)
52.3756284,13.6511944,27378789,,,POINT (13.6511944 52.3756284)
52.4499862,13.3468707,27433426,,,POINT (13.3468707 52.4499862)
52.4497332,13.3487228,27434215,,,POINT (13.3487228 52.4497332)
52.4332747,13.3073268,27452628,,,POINT (13.3073268 52.4332747)
52.4306488,13.2664967,27452702,,,POINT (13.2664967 52.4306488)
